Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
Scotts Bluff Police Dept,14667,5795.3,988.6,4622.6,184.1,375,259.1,6.8,68.2,40.9,Nebraska,850,145,678,27,55,38,1,10,6,2008
Scotts Bluff Police Dept,14773,5307,690.4,4420.2,196.3,358.8,250.5,13.5,54.2,40.6,Nebraska,784,102,653,29,53,37,2,8,6,2009
Scotts Bluff Police Dept,15039,5811.6,917.6,4780.9,113,232.7,146.3,0,53.2,33.2,Nebraska,874,138,719,17,35,22,0,8,5,2010
Scotts Bluff Police Dept,15173,5252.8,863.4,4283.9,105.5,290,151.6,13.2,72.5,52.7,Nebraska,797,131,650,16,44,23,2,11,8,2011
Scotts Bluff Police Dept,15174,3796,507.4,3163.3,125.2,125.2,79.1,0,26.4,19.8,Nebraska,576,77,480,19,19,12,0,4,3,2012
South Sioux Police Dept,9679,7624.8,2231.6,5041.8,351.3,155,41.3,0,31,82.7,Nebraska,738,216,488,34,15,4,0,3,8,1984
South Sioux Police Dept,9674,6574.3,1778,4506.9,289.4,93,51.7,0,20.7,20.7,Nebraska,636,172,436,28,9,5,0,2,2,1985
South Sioux Police Dept,9740,6981.5,1663.2,4969.2,349.1,92.4,92.4,0,0,0,Nebraska,680,162,484,34,9,9,0,0,0,1986
South Sioux Police Dept,9687,6937.1,1724,4955.1,258.1,237.4,165.2,0,10.3,61.9,Nebraska,672,167,480,25,23,16,0,1,6,1987
South Sioux Police Dept,9581,7149.6,1482.1,5312.6,354.9,62.6,41.7,0,10.4,10.4,Nebraska,685,142,509,34,6,4,0,1,1,1988
South Sioux Police Dept,9773,6855.6,1289.3,5361.7,204.6,102.3,81.9,10.2,0,10.2,Nebraska,670,126,524,20,10,8,1,0,1,1989
South Sioux Police Dept,9677,4298.9,599.4,3565.2,134.3,51.7,41.3,0,10.3,0,Nebraska,416,58,345,13,5,4,0,1,0,1990
South Sioux Police Dept,9766,4679.5,768,3665.8,245.8,153.6,122.9,10.2,0,20.5,Nebraska,457,75,358,24,15,12,1,0,2,1991
South Sioux Police Dept,9845,4296.6,609.4,3473.8,213.3,91.4,40.6,10.2,10.2,30.5,Nebraska,423,60,342,21,9,4,1,1,3,1992
South Sioux Police Dept,9923,4121.7,503.9,3406.2,211.6,161.2,90.7,0,20.2,50.4,Nebraska,409,50,338,21,16,9,0,2,5,1993
South Sioux Police Dept,10021,3841.9,489,3173.3,179.6,129.7,79.8,10,0,39.9,Nebraska,385,49,318,18,13,8,1,0,4,1994
South Sioux Police Dept,10373,4685.2,549.5,3836.9,298.9,106,77.1,0,0,28.9,Nebraska,486,57,398,31,11,8,0,0,3,1995
South Sioux Police Dept,10468,4537.6,544.5,3553.7,439.4,143.3,86,9.6,38.2,9.6,Nebraska,475,57,372,46,15,9,1,4,1,1996
South Sioux Police Dept,10499,4543.3,800.1,3324.1,419.1,161.9,104.8,9.5,9.5,38.1,Nebraska,477,84,349,44,17,11,1,1,4,1997
South Sioux Police Dept,11313,4499.2,777.9,3359,362.4,114.9,70.7,0,0,44.2,Nebraska,509,88,380,41,13,8,0,0,5,1998
South Sioux Police Dept,11438,3269.8,332.2,2806.4,131.1,122.4,69.9,0,17.5,35,Nebraska,374,38,321,15,14,8,0,2,4,1999
South Sioux Police Dept,11925,3119.5,318.7,2591.2,209.6,67.1,58.7,0,0,8.4,Nebraska,372,38,309,25,8,7,0,0,1,2000
South Sioux Police Dept,11939,3015.3,259.7,2537.9,217.8,117.3,83.8,8.4,16.8,8.4,Nebraska,360,31,303,26,14,10,1,2,1,2001
South Sioux Police Dept,12050,3468.9,390,2912.9,166,107.9,41.5,0,16.6,49.8,Nebraska,418,47,351,20,13,5,0,2,6,2002
South Sioux Police Dept,12039,1835.7,274.1,1428.7,132.9,41.5,16.6,0,8.3,16.6,Nebraska,221,33,172,16,5,2,0,1,2,2003
South Sioux Police Dept,12085,1787.3,264.8,1423.3,99.3,57.9,33.1,0,16.5,8.3,Nebraska,216,32,172,12,7,4,0,2,1,2004
South Sioux Police Dept,12222,1955.5,540,1300.9,114.5,130.9,98.2,0,0,32.7,Nebraska,239,66,159,14,16,12,0,0,4,2005
South Sioux Police Dept,12044,2108.9,315.5,1644,149.5,149.5,107.9,0,8.3,33.2,Nebraska,254,38,198,18,18,13,0,1,4,2006
South Sioux Police Dept,12139,1598.2,205.9,1318.1,74.1,33,16.5,0,8.2,8.2,Nebraska,194,25,160,9,4,2,0,1,1,2007
South Sioux Police Dept,12005,1940.9,141.6,1616,183.3,124.9,108.3,0,8.3,8.3,Nebraska,233,17,194,22,15,13,0,1,1,2008
South Sioux Police Dept,11933,2380,276.5,1994.5,108.9,134.1,108.9,8.4,16.8,0,Nebraska,284,33,238,13,16,13,1,2,0,2009
South Sioux Police Dept,13353,2119.4,172.2,1842.3,104.8,142.3,127.3,0,0,15,Nebraska,283,23,246,14,19,17,0,0,2,2010
South Sioux Police Dept,13472,2887.5,482.5,2286.2,118.8,170.7,133.6,7.4,22.3,7.4,Nebraska,389,65,308,16,23,18,1,3,1,2011
South Sioux Police Dept,13386,2756.6,373.5,2233.7,149.4,156.9,97.1,0,22.4,37.4,Nebraska,369,50,299,20,21,13,0,3,5,2012
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,894,383,482,29,107,100,1,0,6,2000
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,833,379,421,33,87,79,2,0,6,2001
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1087,418,594,75,132,114,2,0,16,2002
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1182,534,579,69,102,86,0,2,14,2003
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1220,465,647,108,102,96,0,2,4,2004
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1128,257,720,151,110,85,4,12,9,2005
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,936,271,475,190,124,103,2,9,10,2006
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,989,340,501,148,117,78,2,18,19,2007
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,892,275,507,110,124,77,4,23,20,2008
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,930,315,515,100,175,134,2,11,28,2009
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1255,468,653,134,334,276,4,15,39,2010
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,604,190,331,83,155,141,1,4,9,2011
Nye County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1147,334,687,126,258,221,0,11,26,2012
Reno Police Dept,110835,7892.8,2315.2,5031.8,545.9,648.7,236.4,7.2,78.5,326.6,Nevada,8748,2566,5577,605,719,262,8,87,362,1984
Reno Police Dept,108537,8723.3,2567.8,5539.1,616.4,797,321.5,8.3,76.5,390.7,Nevada,9468,2787,6012,669,865,349,9,83,424,1985
Reno Police Dept,111665,8012.4,2212,5243.4,557,780.9,367.2,7.2,70.7,335.8,Nevada,8947,2470,5855,622,872,410,8,79,375,1986
Reno Police Dept,115320,7720.3,1850.5,5229.8,640,783,319.1,10.4,99.7,353.8,Nevada,8903,2134,6031,738,903,368,12,115,408,1987
Reno Police Dept,120076,7923.3,1887.1,5389.1,647.1,965.2,441.4,11.7,125.8,386.4,Nevada,9514,2266,6471,777,1159,530,14,151,464,1988
Reno Police Dept,121345,8490.7,1808.1,6082.7,599.9,925.5,428.5,6.6,112.9,377.4,Nevada,10303,2194,7381,728,1123,520,8,137,458,1989
Reno Police Dept,133850,7842.4,1353.8,5947.7,540.9,792.7,401.2,8.2,106.8,276.4,Nevada,10497,1812,7961,724,1061,537,11,143,370,1990
Reno Police Dept,143001,7660.8,1507,5711.8,442,793,371.3,6.3,116.8,298.6,Nevada,10955,2155,8168,632,1134,531,9,167,427,1991
Reno Police Dept,147790,7258.9,1253.1,5616.8,389.1,702.3,326.1,8.8,88,279.5,Nevada,10728,1852,8301,575,1038,482,13,130,413,1992
Reno Police Dept,145433,7236.3,1263.1,5504.9,468.3,719.9,323.2,11,88.7,297,Nevada,10524,1837,8006,681,1047,470,16,129,432,1993
Reno Police Dept,152553,6422.7,1279.6,4660,483.1,755.1,329.7,13.8,79.3,332.3,Nevada,9798,1952,7109,737,1152,503,21,121,507,1994
Reno Police Dept,152294,6467.8,1212.1,4723.1,532.5,720.3,373,9.2,61.7,276.4,Nevada,9850,1846,7193,811,1097,568,14,94,421,1995
Reno Police Dept,159559,6098.7,1050.4,4593.9,454.4,703.2,307.7,6.9,70.8,317.8,Nevada,9731,1676,7330,725,1122,491,11,113,507,1996
Reno Police Dept,166924,5781.7,1055.6,4279.8,446.3,629.6,252.8,7.8,67.7,301.3,Nevada,9651,1762,7144,745,1051,422,13,113,503,1997
Reno Police Dept,165855,5568.1,1055.1,4115,397.9,506.5,204.4,6,61.5,234.5,Nevada,9235,1750,6825,660,840,339,10,102,389,1998
Reno Police Dept,169164,5059.6,920.4,3704.1,435.1,506.6,234.7,8.3,52,211.6,Nevada,8559,1557,6266,736,857,397,14,88,358,1999
Reno Police Dept,180480,5024.9,961.9,3636.4,426.6,496.5,222.7,5,57.6,211.1,Nevada,9069,1736,6563,770,896,402,9,104,381,2000
Reno Police Dept,190218,5138.3,754.4,3889.7,494.2,638.7,370.1,3.2,51.5,214,Nevada,9774,1435,7399,940,1215,704,6,98,407,2001
Reno Police Dept,196307,5166.4,656.1,3946.9,563.4,756,458,4.6,64.2,229.2,Nevada,10142,1288,7748,1106,1484,899,9,126,450,2002
Reno Police Dept,196171,5724.1,1007.3,3929.2,787.6,639.7,337,5.6,45.4,251.8,Nevada,11229,1976,7708,1545,1255,661,11,89,494,2003
Reno Police Dept,201981,5027.2,848.1,3408.2,770.9,732.7,443.1,4.5,55.5,229.7,Nevada,10154,1713,6884,1557,1480,895,9,112,464,2004
Reno Police Dept,204749,5367.1,935.8,3686,745.3,741.4,478.1,3.9,53.7,205.6,Nevada,10989,1916,7547,1526,1518,979,8,110,421,2005
Reno Police Dept,210354,5132.8,1000.7,3356.7,775.4,702.6,395.5,10.9,47.5,248.6,Nevada,10797,2105,7061,1631,1478,832,23,100,523,2006
Reno Police Dept,214197,4396.9,856.7,3039.7,500.5,706.4,413.2,7.9,44.4,240.9,Nevada,9418,1835,6511,1072,1513,885,17,95,516,2007
Reno Police Dept,218556,4444.6,903.7,3091.7,449.3,701,432.8,6.9,38,223.3,Nevada,9714,1975,6757,982,1532,946,15,83,488,2008
Reno Police Dept,221010,3986.2,836.2,2809.4,340.7,666.5,439.3,4.1,38,185.1,Nevada,8810,1848,6209,753,1473,971,9,84,409,2009
Reno Police Dept,225221,3315.9,727.3,2264.9,323.7,518.6,323.2,4,20.4,170.9,Nevada,7468,1638,5101,729,1168,728,9,46,385,2010
Reno Police Dept,227120,2883.9,712.4,1898.1,273.4,487.8,301.2,6.2,11.9,168.6,Nevada,6550,1618,4311,621,1108,684,14,27,383,2011
Reno Police Dept,230486,3220.6,708.5,2129.8,382.2,517.2,357.9,3,14.3,141.9,Nevada,7423,1633,4909,881,1192,825,7,33,327,2012
Sparks Police Dept,47071,5311.1,1300.2,3700.8,310.2,469.5,346.3,2.1,31.9,89.2,Nevada,2500,612,1742,146,221,163,1,15,42,1984
Sparks Police Dept,48373,5821.4,1467.8,3989.8,363.8,537.5,409.3,2.1,24.8,101.3,Nevada,2816,710,1930,176,260,198,1,12,49,1985
Sparks Police Dept,50640,5760.3,1238.2,4182.5,339.7,558.8,345.6,3.9,55.3,154,Nevada,2917,627,2118,172,283,175,2,28,78,1986
Sparks Police Dept,54282,5443.8,1160.6,3905.5,377.7,418.2,228.4,5.5,36.8,147.4,Nevada,2955,630,2120,205,227,124,3,20,80,1987
Sparks Police Dept,56521,5559,1236.7,3966.7,355.6,849.2,580.3,1.8,77.8,189.3,Nevada,3142,699,2242,201,480,328,1,44,107,1988
Sparks Police Dept,57495,6692.8,1186.2,5122.2,384.4,634.8,393.1,8.7,95.7,137.4,Nevada,3848,682,2945,221,365,226,5,55,79,1989
Sparks Police Dept,53367,6638.9,1167.4,5093,378.5,580.9,316.7,0,127.4,136.8,Nevada,3543,623,2718,202,310,169,0,68,73,1990
Sparks Police Dept,57015,7001.7,1366.3,5281.1,354.3,708.6,406.9,5.3,121,175.4,Nevada,3992,779,3011,202,404,232,3,69,100,1991
Sparks Police Dept,58924,6057,1159.1,4587.3,310.6,565.1,290.2,10.2,110.3,154.4,Nevada,3569,683,2703,183,333,171,6,65,91,1992
Sparks Police Dept,58416,6256.8,1114.4,4806.9,335.5,532.4,275.6,6.8,77,172.9,Nevada,3655,651,2808,196,311,161,4,45,101,1993
Sparks Police Dept,61276,6438.1,1321.9,4603.8,512.4,474.9,259.5,3.3,62,150.1,Nevada,3945,810,2821,314,291,159,2,38,92,1994
Sparks Police Dept,63255,6089.6,1176.2,4474,439.5,490.1,279.8,6.3,53.8,150.2,Nevada,3852,744,2830,278,310,177,4,34,95,1995
Sparks Police Dept,66272,5291.8,1003.4,3930.8,357.6,451.2,244.4,1.5,72.4,132.8,Nevada,3507,665,2605,237,299,162,1,48,88,1996
Sparks Police Dept,69331,5121.8,979.4,3786.2,356.3,425.5,243.8,7.2,44.7,129.8,Nevada,3551,679,2625,247,295,169,5,31,90,1997
Sparks Police Dept,63458,4686.6,860.4,3490.5,335.7,390.8,219,4.7,50.4,116.6,Nevada,2974,546,2215,213,248,139,3,32,74,1998
Sparks Police Dept,64660,4726.3,849.1,3583.4,293.8,380.5,230.4,3.1,54.1,92.8,Nevada,3056,549,2317,190,246,149,2,35,60,1999
Sparks Police Dept,66346,4648.4,984.2,3337.1,327.1,423.5,269.8,1.5,55.8,96.5,Nevada,3084,653,2214,217,281,179,1,37,64,2000
Sparks Police Dept,69926,4822.2,855.2,3553.8,413.3,481.9,277.4,4.3,74.4,125.8,Nevada,3372,598,2485,289,337,194,3,52,88,2001
Sparks Police Dept,72164,4700.4,932.6,3335.5,432.3,483.6,267.4,2.8,72.1,141.3,Nevada,3392,673,2407,312,349,193,2,52,102,2002
Sparks Police Dept,76025,4940.5,1089.1,3264.7,586.6,470.9,274.9,3.9,57.9,134.2,Nevada,3756,828,2482,446,358,209,3,44,102,2003
Sparks Police Dept,80524,4545.2,960,3031.4,553.9,458.2,304.3,5,41,108,Nevada,3660,773,2441,446,369,245,4,33,87,2004
Sparks Police Dept,83791,3860.8,883.1,2440.6,537.1,428.4,241.1,6,66.8,114.6,Nevada,3235,740,2045,450,359,202,5,56,96,2005
Sparks Police Dept,84794,4071,1053.1,2481.3,536.6,448.1,251.2,3.5,47.2,146.2,Nevada,3452,893,2104,455,380,213,3,40,124,2006
Sparks Police Dept,86884,4146.9,957.6,2787.6,401.7,405.1,206,3.5,41.4,154.2,Nevada,3603,832,2422,349,352,179,3,36,134,2007
Sparks Police Dept,88913,3920.7,1015.6,2563.2,341.9,461.1,259.8,0,57.4,144,Nevada,3486,903,2279,304,410,231,0,51,128,2008
Sparks Police Dept,91421,3396.4,929.8,2195.3,271.3,436.4,264.7,5.5,43.8,122.5,Nevada,3105,850,2007,248,399,242,5,40,112,2009
Sparks Police Dept,90264,3058.8,774.4,2026.3,258.1,395.5,233.8,8.9,38.8,114.1,Nevada,2761,699,1829,233,357,211,8,35,103,2010
Sparks Police Dept,91025,2688.3,720.7,1757.8,209.8,313.1,172.5,7.7,50.5,82.4,Nevada,2447,656,1600,191,285,157,7,46,75,2011
Sparks Police Dept,92387,2769.9,659.2,1850.9,259.8,253.3,144,1.1,34.6,73.6,Nevada,2559,609,1710,240,234,133,1,32,68,2012
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1532,524,884,124,227,136,2,66,23,1984
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1658,608,930,120,178,84,9,60,25,1985
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1529,510,915,104,186,89,6,70,21,1986
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1772,618,1056,98,220,125,1,66,28,1987
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1694,573,982,139,336,256,4,50,26,1988
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1835,632,1063,140,322,242,3,56,21,1989
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1633,590,882,161,206,151,2,34,19,1990
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1692,553,972,167,253,202,8,17,26,1991
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1619,481,1016,122,234,173,1,25,35,1992
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1922,535,1179,208,250,212,3,14,21,1993
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1948,578,1192,178,233,190,5,21,17,1994
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1960,547,1237,176,295,257,3,10,25,1995
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1830,546,1106,178,273,247,1,12,13,1996
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1756,417,1170,169,159,129,5,1,24,1997
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1520,385,958,177,280,216,4,42,18,1998
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1365,321,933,111,326,258,5,42,21,1999
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1379,373,869,137,201,144,2,31,24,2000
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1405,337,903,165,208,156,2,29,21,2001
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1513,409,911,193,195,171,1,6,17,2002
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1493,496,811,186,314,279,7,4,24,2003
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1428,463,776,189,162,148,1,2,11,2004
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1482,488,744,250,205,188,1,2,14,2005
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1631,566,846,219,199,173,4,0,22,2006
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1755,563,954,238,208,193,2,0,13,2007
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1516,530,824,162,239,224,0,1,14,2008
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1368,445,801,122,265,251,3,0,11,2009
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,1097,386,596,115,232,197,1,23,11,2010
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,934,333,537,64,189,169,3,7,10,2011
Washoe County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Nevada,956,335,523,98,188,166,4,8,10,2012
Raymond Police Dept,10160,1958.7,265.7,1594.5,98.4,177.2,98.4,0,68.9,9.8,New Hampshire,199,27,162,10,18,10,0,7,1,2006
Raymond Police Dept,10256,1959.8,273,1579.6,107.3,185.3,97.5,0,58.5,29.3,New Hampshire,201,28,162,11,19,10,0,6,3,2007
Raymond Police Dept,10259,1871.5,195,1569.4,107.2,165.7,126.7,0,19.5,19.5,New Hampshire,192,20,161,11,17,13,0,2,2,2008
Raymond Police Dept,10296,1758,213.7,1486,58.3,145.7,58.3,0,77.7,9.7,New Hampshire,181,22,153,6,15,6,0,8,1,2009
Raymond Police Dept,10138,2140.5,305.8,1745.9,88.8,98.6,29.6,0,49.3,19.7,New Hampshire,217,31,177,9,10,3,0,5,2,2010
Raymond Police Dept,10151,1792.9,374.3,1339.8,78.8,137.9,69,0,69,0,New Hampshire,182,38,136,8,14,7,0,7,0,2011
Raymond Police Dept,10190,1815.5,372.9,1393.5,49.1,225.7,127.6,9.8,78.5,9.8,New Hampshire,185,38,142,5,23,13,1,8,1,2012
Rochester Police Dept,23031,3525.7,733.8,2579.1,212.8,13,4.3,0,4.3,4.3,New Hampshire,812,169,594,49,3,1,0,1,1,1984
Rochester Police Dept,23528,3247.2,680,2354.6,212.5,12.8,4.3,0,0,8.5,New Hampshire,764,160,554,50,3,1,0,0,2,1985
Rochester Police Dept,24106,3571.7,779.9,2601,190.8,78.8,24.9,0,41.5,12.4,New Hampshire,861,188,627,46,19,6,0,10,3,1986
Rochester Police Dept,24055,3965.9,893.8,2880.9,191.2,540.4,332.6,8.3,182.9,16.6,New Hampshire,954,215,693,46,130,80,2,44,4,1987
Rochester Police Dept,25106,4019,788.7,2995.3,235,406.3,199.2,4,179.2,23.9,New Hampshire,1009,198,752,59,102,50,1,45,6,1988
Rochester Police Dept,25778,4915,791.4,3918.1,205.6,93.1,54.3,0,27.2,11.6,New Hampshire,1267,204,1010,53,24,14,0,7,3,1989
Rochester Police Dept,26630,5279.8,679.7,4386,214,176.5,86.4,11.3,30,48.8,New Hampshire,1406,181,1168,57,47,23,3,8,13,1990
Rochester Police Dept,26528,4478.3,712.5,3569.8,196,109.3,64.1,3.8,3.8,37.7,New Hampshire,1188,189,947,52,29,17,1,1,10,1991
Rochester Police Dept,26672,3299.3,596.1,2564.5,138.7,37.5,26.2,0,11.2,0,New Hampshire,880,159,684,37,10,7,0,3,0,1992
Rochester Police Dept,27284,0,0,0,0,0,0,0,0,0,New Hampshire,1065,180,828,57,43,22,1,16,4,1995
Rochester Police Dept,27616,3211.9,391.1,2657.9,162.9,101.4,54.3,10.9,18.1,18.1,New Hampshire,887,108,734,45,28,15,3,5,5,1996
Rochester Police Dept,28205,3825.6,397.1,3318.6,109.9,269.5,113.5,0,124.1,31.9,New Hampshire,1079,112,936,31,76,32,0,35,9,1998
Rochester Police Dept,28247,3239.3,279.7,2860.5,99.1,184.1,74.3,0,70.8,38.9,New Hampshire,915,79,808,28,52,21,0,20,11,1999
Rochester Police Dept,28461,2965.5,312.7,2522.8,130,284.6,112.4,0,158.1,14.1,New Hampshire,844,89,718,37,81,32,0,45,4,2000
Rochester Police Dept,29000,2837.9,334.5,2327.6,175.9,186.2,69,0,96.6,20.7,New Hampshire,823,97,675,51,54,20,0,28,6,2001
Rochester Police Dept,29366,2632.3,279.2,2240.7,112.4,207.7,57.9,0,139.6,10.2,New Hampshire,773,82,658,33,61,17,0,41,3,2002
Rochester Police Dept,29641,2668.6,286.8,2307.6,74.2,263.1,77.6,3.4,138.3,43.9,New Hampshire,791,85,684,22,78,23,1,41,13,2003
Rochester Police Dept,29926,3157.8,297.4,2780.2,80.2,247.3,80.2,0,130.3,36.8,New Hampshire,945,89,832,24,74,24,0,39,11,2004
Rochester Police Dept,29996,3063.7,320,2640.4,103.3,250,73.3,0,143.4,33.3,New Hampshire,919,96,792,31,75,22,0,43,10,2005
Rochester Police Dept,30117,2639.7,391.8,2115.1,132.8,249,159.4,0,63.1,26.6,New Hampshire,795,118,637,40,75,48,0,19,8,2006
Rochester Police Dept,30355,3525,537,2793.6,194.4,207.5,138.4,0,32.9,36.2,New Hampshire,1070,163,848,59,63,42,0,10,11,2007
Rochester Police Dept,30781,3206.5,396.3,2657.5,152.7,201.4,126.7,0,52,22.7,New Hampshire,987,122,818,47,62,39,0,16,7,2008
Rochester Police Dept,30889,3078.8,404.7,2570.5,103.6,216.9,132.7,0,35.6,48.6,New Hampshire,951,125,794,32,67,41,0,11,15,2009
Rochester Police Dept,29752,3297.3,547.9,2678.8,70.6,346.2,211.8,0,53.8,80.7,New Hampshire,981,163,797,21,103,63,0,16,24,2010
Rochester Police Dept,29791,3350,624.3,2641.7,83.9,339,255.1,0,30.2,53.7,New Hampshire,998,186,787,25,101,76,0,9,16,2011
Rochester Police Dept,29992,3647.6,436.8,3114.2,96.7,250.1,163.4,0,23.3,63.4,New Hampshire,1094,131,934,29,75,49,0,7,19,2012
Salem Police Dept,24798,3867.2,689.6,2580.9,596.8,173.4,116.9,0,4,52.4,New Hampshire,959,171,640,148,43,29,0,1,13,1984
Salem Police Dept,25334,3931.5,643.4,2565.7,722.3,161.8,75,0,7.9,78.9,New Hampshire,996,163,650,183,41,19,0,2,20,1985
Salem Police Dept,25888,4712.6,803.5,2808.3,1100.9,158.4,115.9,0,3.9,38.6,New Hampshire,1220,208,727,285,41,30,0,1,10,1986
Salem Police Dept,25949,4817.1,716.8,3171.6,928.7,134.9,57.8,3.9,7.7,65.5,New Hampshire,1250,186,823,241,35,15,1,2,17,1987
Salem Police Dept,26943,4992,716.3,3321.8,953.9,111.3,55.7,0,18.6,37.1,New Hampshire,1345,193,895,257,30,15,0,5,10,1988
Salem Police Dept,26196,4924.4,584.1,3378.4,962,187.1,80.2,3.8,7.6,95.4,New Hampshire,1290,153,885,252,49,21,1,2,25,1989
Salem Police Dept,25746,5441.6,796.2,3577.3,1068.1,209.7,77.7,3.9,46.6,81.6,New Hampshire,1401,205,921,275,54,20,1,12,21,1990
Salem Police Dept,25647,5891.5,623.9,4016.1,1251.6,261.2,109.2,7.8,23.4,120.9,New Hampshire,1511,160,1030,321,67,28,2,6,31,1991
Salem Police Dept,25786,6142.9,760.1,3847,1535.7,205.5,93.1,3.9,0,108.6,New Hampshire,1584,196,992,396,53,24,1,0,28,1992
Salem Police Dept,26017,5780.8,557.3,3958.9,1264.6,211.4,76.9,7.7,15.4,111.5,New Hampshire,1504,145,1030,329,55,20,2,4,29,1993
Salem Police Dept,26294,7054.8,665.6,4655.1,1734.2,136.9,83.7,0,0,53.2,New Hampshire,1855,175,1224,456,36,22,0,0,14,1994
Salem Police Dept,28776,3047.7,253.7,2616.8,177.2,128.6,83.4,0,17.4,27.8,New Hampshire,877,73,753,51,37,24,0,5,8,2010
Salem Police Dept,28814,3043.7,263.8,2596,183.9,118,52.1,0,17.4,48.6,New Hampshire,877,76,748,53,34,15,0,5,14,2011
Salem Police Dept,28926,3118.3,304.2,2665.4,148.7,131.4,62.2,6.9,20.7,41.5,New Hampshire,902,88,771,43,38,18,2,6,12,2012
Somersworth Police Dept,10810,4153.6,601.3,3228.5,323.8,46.3,27.8,0,9.3,9.3,New Hampshire,449,65,349,35,5,3,0,1,1,1984
Somersworth Police Dept,11043,4120.3,661.1,3133.2,326,90.6,45.3,9.1,27.2,9.1,New Hampshire,455,73,346,36,10,5,1,3,1,1985
Somersworth Police Dept,11335,3917.1,626.4,2981.9,308.8,52.9,35.3,8.8,8.8,0,New Hampshire,444,71,338,35,6,4,1,1,0,1986
Somersworth Police Dept,11106,4304,738.3,3277.5,288.1,63,9,0,18,36,New Hampshire,478,82,364,32,7,1,0,2,4,1987
Somersworth Police Dept,11591,3804.7,560.8,3002.3,241.6,112.2,51.8,0,17.3,43.1,New Hampshire,441,65,348,28,13,6,0,2,5,1988
Somersworth Police Dept,11221,4536.1,730.8,3555.8,249.5,115.9,80.2,0,17.8,17.8,New Hampshire,509,82,399,28,13,9,0,2,2,1989
Somersworth Police Dept,11249,5298.2,835.6,4320.4,142.2,80,44.4,0,8.9,26.7,New Hampshire,596,94,486,16,9,5,0,1,3,1990
